Sentence,Label,Portal,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"Unfortunately, but not surprisingly, the staff at the bank was reluctant to comment on the loan to the National Front , citing client confidentiality .",anecdote,aljazeera,,,,,,,,,,,,,,,
"They did, however , provide me with a direct email address to get in touch with one of the deputy chairmen , who never did respond to my request for comment .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Then again , if you should try to find out something somewhat unconventional from any of the private banks in the West , you'd also be met with silence or at best, claims of data protection .",assumption,aljazeera,,,,,,,,,,,,,,,
My sources in Moscow did a bit of their own research and told me that the First Czech-Russian Bank was actually launched on the initiative of the Czech government .,anecdote,aljazeera,,,,,,,,,,,,,,,
"At some point later on, one of the shareholders was the Russian construction company Stroitransgaz ; translated into English , the name means ""Gas Pipeline Construction"" .",anecdote,aljazeera,,,,,,,,,,,,,,,
"The current owner of the bank, Roman Popov, used to work there .",anecdote,aljazeera,,,,,,,,,,,,,,,
"While Popov was head of the Finance Department (1992-2002) , Stroitransgaz was a subcontractor for Gazprom, the giant state-owned gas and oil corporation in Russia .",anecdote,aljazeera,,,,,,,,,,,,,,,
"It was probably because of that , that western hacks came to the conclusion that Popov is ""directly linked to the Kremlin"" .",assumption,aljazeera,,,,,,,,,,,,,,,
"The journalists' suspicions are further fuelled by the fact that Popov generally keeps a low profile and does not boast about his football club in England or his basketball team in the US or his real-estate profile , which is worth millions in Western Europe .",assumption,aljazeera,,,,,,,,,,,,,,,
"The bank also has two representative offices; one in Prague and one in Bratislava , which would be logical if the name of your bank included the word ""Czech"" .",anecdote,aljazeera,,,,,,,,,,,,,,,
"My sources in Moscow informed me that the First Czech-Russian bank is quite a good bank and has a very decent track record , which is no mean feat for a financial institution that dates back to 1996 .",assumption,aljazeera,,,,,,,,,,,,,,,
It has had no substantial bail outs from the Central Bank and survived the banking crash of 2007 with flying colours .,anecdote,aljazeera,,,,,,,,,,,,,,,
"As for the owner, the best I could find out is that he has a degree in financial management and has been of late developing business beyond corporate entities and individual customers in Russia, the Czech Republic and Slovakia .",anecdote,aljazeera,,,,,,,,,,,,,,,
"No word on why he gave the go-ahead to give the loan to the National Front , but even if he did , why not? If the interest is good and the chances of getting it back are high as well , it sounds like a fair deal .",assumption,aljazeera,,,,,,,,,,,,,,,
"Not to mention that it's a perfectly legitimate political party , which enjoys greater support than the ruling party at present .",assumption,aljazeera,,,,,,,,,,,,,,,
The most recent opinion poll has shown that Le Pen would win the first round of the presidential elections if they were held tomorrow .,statistics,aljazeera,,,,,,,,,,,,,,,
"The question is , of course , did Popov bargain on all the publicity that his bank would be getting once word gets out that he has been funding an anti-EU and anti-immigration political part in France? Well, it might be that he thought that some publicity for his bank might actually attract more clients and raise his bank's profile .",assumption,aljazeera,,,,,,,,,,,,,,,
"Let's face it , if a party gets 25 percent in the national vote , like the National Front did in the European elections this year , it means that a lot of people see it as a better bet than the other parties , which in turn means that the potential client base is substantial .",assumption,aljazeera,,,,,,,,,,,,,,,
"In Russia itself, the National Front is not seen as ""racist"" or ""fascist"", as some sections of the French media portray it .",assumption,aljazeera,,,,,,,,,,,,,,,
"In doing so , they seem to forget that by labelling this party as racists and fascists , they also label 25 percent of the French electorate as racists and fascists .",assumption,aljazeera,,,,,,,,,,,,,,,
"In Russia, the National Front is considered a right-wing political party that has some sensible policies on the EU, on immigration and supports the idea of a strong French identity and closer ties with Russia .",assumption,aljazeera,,,,,,,,,,,,,,,
"The opposition UMP - led once again by Sarkozy - incidentally, shares some of the National Front's views on immigration and the EU .",assumption,aljazeera,,,,,,,,,,,,,,,
"Leading Russian political expert Andrey Fursov says that ""to call the National Front [headed by Marine Le Pen] a far-right or fascist party is an exaggeration and a mistake"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"""It's a right-wing party, yes,"" he says .",testimony,aljazeera,,,,,,,,,,,,,,,
"""In our modern times, it's the left- wing socialists who can actually be called fascists.""  In his opinion, those who are called right-wing these days are ""realists"" who don't want Europe to be enslaved by the US and the ""Euro-bureaucracy"" .",assumption,aljazeera,,,,,,,,,,,,,,,
It remains to be seen whether the First Czech-Russian Bank made the right commercial move .,assumption,aljazeera,,,,,,,,,,,,,,,
"From the point of view of PR, that is .",no-unit,aljazeera,,,,,,,,,,,,,,,
"From the point of view of PR, that is .",assumption,aljazeera,,,,,,,,,,,,,,,
"In 1783, Russia and the Kingdom of Kartli-Kakheti , which would later become part of modern day Republic of Georgia , signed the Treaty of Georgievsk .",anecdote,aljazeera,,,,,,,,,,,,,,,
Among other things this treaty gave Kartli-Kakheti a status of a Russian protectorate .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Squished between the Russian, Persian, and Ottoman Empires , this was exactly what the tiny kingdom needed ... or so they thought .",assumption,aljazeera,,,,,,,,,,,,,,,
The deal with Russia soon turned deadly .,assumption,aljazeera,,,,,,,,,,,,,,,
"Russia reneged on the treaty, and by 1795 Russian troops had left the region and a Persian army had invaded and leveled the capital city of Tbilisi .",anecdote,aljazeera,,,,,,,,,,,,,,,
Georgians have never forgotten this betrayal .,assumption,aljazeera,,,,,,,,,,,,,,,
When Soviet Russia marked the bicentenary of the Treaty of Georgievsk in 1983 it was met with mass protests from anti-Soviet Georgians .,anecdote,aljazeera,,,,,,,,,,,,,,,
The Treaty of Georgievsk might have been the first dodgy treaty Russia signed in the region but it certainly has not been the last .,assumption,aljazeera,,,,,,,,,,,,,,,
Soon Russia is expected to sign a treaty with Georgia's breakaway province South Ossetia .,assumption,aljazeera,,,,,,,,,,,,,,,
"Last November, Russia and Abkhazia - another breakaway province in Georgia - signed a treaty on ""alliance and strategic partnership"" .",anecdote,aljazeera,,,,,,,,,,,,,,,
"This treaty established a coordinated foreign policy, the creation of a ""common security and defense space"" between Russia and Abkhazia, and the implementation of a streamlined process for Abkhazians to receive Russian citizenship .",anecdote,aljazeera,,,,,,,,,,,,,,,
The pending treaty with South Ossetia is expected to bring the relationship between South Ossetia and Russia even closer .,assumption,aljazeera,,,,,,,,,,,,,,,
"While Abkhaz officials have shown little interest in getting annexed by Russia , many in South Ossetia would be happy with this outcome .",assumption,aljazeera,,,,,,,,,,,,,,,
"The defacto leader of South Ossetia Leonid Tibilov said the treaty could see the tiny breakaway province ""becoming a subject of the Russian Federation"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"The Ossetian people are representative of the typical geographical, religious, and ethnic complexities found in the Caucasus .",assumption,aljazeera,,,,,,,,,,,,,,,
Ethically and linguistically they are descended from Iranians .,anecdote,aljazeera,,,,,,,,,,,,,,,
Religiously they are Orthodox Christian .,anecdote,aljazeera,,,,,,,,,,,,,,,
The Ossetian people are unique in the Caucasus as they are the only ethnic group found living in large numbers on both sides of the mountains .,assumption,aljazeera,,,,,,,,,,,,,,,
"Even so ,  South Ossetia does not have close links to Russia's North Ossetia as one might expect .",assumption,aljazeera,,,,,,,,,,,,,,,
The only road linking the two Ossetias runs through the Roki tunnel which was only completed in 1984 .,anecdote,aljazeera,,,,,,,,,,,,,,,
"In fact ,  Tskhinvali, the administrative capital of South Ossetia, is closer to Tbilisi than it is to North Ossetia's capital city Vladikavkaz .",assumption,aljazeera,,,,,,,,,,,,,,,
"Since the 2008 Russian invasion of Georgia, Russia has occupied South Ossetia with thousands of troops .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Almost seven years on, Russia is still in direct violation of the Six Point Ceasefire Agreement brokered by then-French President Nicolas Sarkozy .",assumption,aljazeera,,,,,,,,,,,,,,,
Russia has spent millions of dollars building a fence around the administrative boundary between South Ossetia and Georgia .,anecdote,aljazeera,,,,,,,,,,,,,,,
"In some cases, the fence cuts homes, families, and properties into half .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Russia is one of only four countries that recognise South Ossetia's independence (the others being Venezuela, Nicaragua, and Nauru) .",anecdote,aljazeera,,,,,,,,,,,,,,,
"By contrast, many European countries and the United States recognise the Russian presence in South Ossetia as an illegal occupation .",anecdote,aljazeera,,,,,,,,,,,,,,,
Russia needs to think carefully before annexing South Ossetia .,assumption,aljazeera,,,,,,,,,,,,,,,
"As Moscow has experienced with Crimea , annexation comes at a cost, both economically and geo-politically .",assumption,aljazeera,,,,,,,,,,,,,,,
"Economic sanctions are starting to bite , the ruble is down , and the low price of oil is severely impacting the Russian economy .",assumption,aljazeera,,,,,,,,,,,,,,,
"Then there are all the other costs associated with annexation : paying for pensions, local services, healthcare, education, and infrastructure - this is a heavy burden for the stagnate Russian economy .",assumption,aljazeera,,,,,,,,,,,,,,,
"The Georgian Foreign Ministry criticised Russia's move as a step toward ""annexation of Georgia's occupied territories"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"In reality ,  there is little Georgia can do about it .",assumption,aljazeera,,,,,,,,,,,,,,,
Raising international awareness and encouraging the US and Europe to link economic sanctions connected to Russia's annexation of Crimea to any possible annexation of South Ossetia is the first thing the Georgian government should do .,assumption,aljazeera,,,,,,,,,,,,,,,
"The history of the Caucasus has shown that allegiances have, and can , change over time .",assumption,aljazeera,,,,,,,,,,,,,,,
"Through a long term process of confidence building measures, the Georgian government needs to show those in South Ossetia that their future is brighter with Tbilisi and in the transatlantic community than it is with Russia .",assumption,aljazeera,,,,,,,,,,,,,,,
"Finally ,  Georgia must stick with its ""non-use of force"" pledge regarding the occupied territories .",assumption,aljazeera,,,,,,,,,,,,,,,
"There is no military solution to either South Ossetia or Abkhazia , and the region can hardly afford another war .",assumption,aljazeera,,,,,,,,,,,,,,,
It is ironic that since the early 1990s thousands of South Ossetians have died fighting for their independence from Georgia when they are likely to hand over their sovereignty to Russia .,assumption,aljazeera,,,,,,,,,,,,,,,
Russia's treaties with Abkhazia and South Ossetia should be seen for what they really are: the first step in a process of Russian annexation of both breakaway regions  - both of which are still internationally recognised to be part of Georgia .,assumption,aljazeera,,,,,,,,,,,,,,,
"Considering Russia's illegal annexation of Crimea, Georgians have cause for concern .",assumption,aljazeera,,,,,,,,,,,,,,,
"Considering Russia's illegal annexation of Crimea, Georgians have cause for concern .",assumption,aljazeera,,,,,,,,,,,,,,,
"When it comes to Russia , I must admit , I have my biases .",assumption,aljazeera,,,,,,,,,,,,,,,
"Political and economic developments in Russia have a direct impact on the Caucasus and particularly my own country, Armenia .",assumption,aljazeera,,,,,,,,,,,,,,,
The heightened tension between Russia and the West limits Armenia's ability to balance between two friendly sides while Russia's economic reversals impact Armenia's fragile economy .,assumption,aljazeera,,,,,,,,,,,,,,,
"Not to mention what another Cold War might do to Armenia, to the region and the world .",no-unit,aljazeera,,,,,,,,,,,,,,,
"My enquiry generated a commotion in the hall and the Finnish representative , pre-empting the speaker, challenged my premise arguing that Finland's choice was of its own volition , which is not the case in Ukraine .",anecdote,aljazeera,,,,,,,,,,,,,,,
Schussel concurred .,testimony,aljazeera,,,,,,,,,,,,,,,
Fair point .,assumption,aljazeera,,,,,,,,,,,,,,,
"But in international relations, a state's ""volition"" is so often shaped and determined by perceived threats .",assumption,aljazeera,,,,,,,,,,,,,,,
It's called diplomacy and it requires reconciling the pursuit of national interests with regional and global peace .,assumption,aljazeera,,,,,,,,,,,,,,,
"Finland's President Sauli Niinisto himself, in a recent interview with the Washington Post, predicted that Finland joining NATO would negatively affect relations with Russia .",testimony,aljazeera,,,,,,,,,,,,,,,
"""It is very obvious that if Finland joins NATO , that would undoubtedly harm our relations with Russia .",testimony,aljazeera,,,,,,,,,,,,,,,
"You have to keep in mind that 1,300km is a long border , and you just don't keep it closed .",testimony,aljazeera,,,,,,,,,,,,,,,
"On the contrary ,  it's a living border,"" Niinisto said .",testimony,aljazeera,,,,,,,,,,,,,,,
It's time Ukraine does the same .,assumption,aljazeera,,,,,,,,,,,,,,,
The world is inching towards a new Cold War and at the heart of it is Ukraine .,assumption,aljazeera,,,,,,,,,,,,,,,
When and what will be the last straw is hard to tell .,assumption,aljazeera,,,,,,,,,,,,,,,
But then it will be too late to reverse things from a point of no return .,assumption,aljazeera,,,,,,,,,,,,,,,
Russia today faces serious geopolitical and economic challenges .,assumption,aljazeera,,,,,,,,,,,,,,,
"It is in direct confrontation with the West on a vision about the world order, on Ukraine, on Syria and on a great many other large and not-so-large issues .",assumption,aljazeera,,,,,,,,,,,,,,,
"Economically, Russia is beginning to feel the aggregate impact of the West's economic sanctions , falling oil prices, the devaluation of the ruble, capital outflow and a decline in direct foreign investment .",anecdote,aljazeera,,,,,,,,,,,,,,,
But to think that these pressures will force the Kremlin into even partial submission and to change its posture on global issues and weaken its grip on its immediate neighbourhood would be to misjudge President Vladimir Putin .,assumption,aljazeera,,,,,,,,,,,,,,,
"It could have the exact opposite effect , as Russia's president perhaps walks his way out of this through consolidation at home and further assertiveness and intransigence abroad .",assumption,aljazeera,,,,,,,,,,,,,,,
"In his annual State of the Nation address to parliament on December 4, Putin evoked exactly that .",assumption,aljazeera,,,,,,,,,,,,,,,
"He called for the public's resilience in the face of hardship, and promised to continue his foreign policy in the belief in the justness of Russia's cause and greatness .",testimony,aljazeera,,,,,,,,,,,,,,,
Russia's (or Putin's) convictions are anchored on several real or perceived premises .,assumption,aljazeera,,,,,,,,,,,,,,,
Russian influence .,no-unit,aljazeera,,,,,,,,,,,,,,,
"First ,  Russia believes that the US never stopped containing Russia .",assumption,aljazeera,,,,,,,,,,,,,,,
"Since the collapse of the Berlin wall, NATO's and the EU's borders have moved east .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Russia fears that Ukraine's and Georgia's expressed desire to join both organisations, risks bringing those organisations to Russia's most vulnerable borders - to the east and the south .",assumption,aljazeera,,,,,,,,,,,,,,,
"In his address condemning the ""pure cynicism"" of the West , he accused western governments of seeking to raise a new ""iron curtain"" around Russia and suggested that even if Crimea had not been annexed , the West would have come up with a different pretext to impose sanctions to contain Russia's resurgence .",testimony,aljazeera,,,,,,,,,,,,,,,
"Second ,  Russia firmly believes that Americans are interventionists and falsely moralistic in their discourse .",assumption,aljazeera,,,,,,,,,,,,,,,
They are heavily involved in using soft power to manipulate and shape the will of the people while advocating the independence and sovereignty of states and respect of the will of those same people to determine their own future .,assumption,aljazeera,,,,,,,,,,,,,,,
"In the same speech, Putin accused the West of meddling in Russia's internal affairs , claiming that sanctions were merely an excuse to weaken Russia .",testimony,aljazeera,,,,,,,,,,,,,,,
"Last month, Russian Foreign Minister Sergey Lavrov charged the West with seeking regime change in Moscow .",testimony,aljazeera,,,,,,,,,,,,,,,
"Russia has always blamed the West for its policies of interference in other countries' internal affairs, but had never before implied that it had worries of its own .",assumption,aljazeera,,,,,,,,,,,,,,,
"As we are faced with the possibility of another Cold War and are challenged to look for ways to avoid it , it is worth looking into history's verdict on the original one .",assumption,aljazeera,,,,,,,,,,,,,,,
Facing a Cold War .,no-unit,aljazeera,,,,,,,,,,,,,,,
First there are the traditionalists of the 1960s who argued that the Cold War was the direct result of Stalin's aggressive Soviet expansionism .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Later on, particularly during the Vietnam War, the revisionists (William Appleman Williams) challenged that view blaming the US for the Cold War , arguing that : ""America's chief aim in the years after the war was to make sure that there was an 'open door' for American trade , and that this led the American government to try to make sure that countries remained capitalist like the United States.""  Then there were the post-revisionists (John Lewis Gaddis) in the 1970s who believed that : ""America and Russia wanted to keep the peace after the war but that conflict was caused by mutual misunderstanding, reactivity, and above all the American inability to understand Stalin's fears and need to defend himself after the war.""  The latter is the closest guide to today's problems .",assumption,aljazeera,,,,,,,,,,,,,,,
One of the specificities of the current period is that the West considers Russia to be both part of the solution but part of the problem as well .,assumption,aljazeera,,,,,,,,,,,,,,,
"Indeed ,  Russia supports the separatists in Ukraine and is the only power that can influence decisions there and make the rebels listen .",assumption,aljazeera,,,,,,,,,,,,,,,
"In Iran, Russia built the heavy water Arak nuclear power station which was perceived to be a huge problem , even as it offers to supply enriched uranium or host Iran's centrifuges as part of a solution .",anecdote,aljazeera,,,,,,,,,,,,,,,
"In Syria, Russia backs the Assad regime while it remains engaged in the political process and under certain circumstances can influence Assad's decisions .",anecdote,aljazeera,,,,,,,,,,,,,,,
The list grows even longer if one considers the conflicts in other parts of Russia's neighbourhood .,assumption,aljazeera,,,,,,,,,,,,,,,
"From the Moldovan to the Georgian and the Armenian- Azerbaijani conflicts, Russia has a major influence and say in the final outcomes .",assumption,aljazeera,,,,,,,,,,,,,,,
"As a result of this duality, the line is blurred between engagement and confrontation , creating misunderstandings and uncertainties, but also opportunities for both Russia and the US .",assumption,aljazeera,,,,,,,,,,,,,,,
This was not the case in the East- West standoff during the Cold War .,assumption,aljazeera,,,,,,,,,,,,,,,
These beliefs and perceptions are both strengths and weaknesses for one side or the other .,assumption,aljazeera,,,,,,,,,,,,,,,
"Taken together , they nullify each other .",assumption,aljazeera,,,,,,,,,,,,,,,
"In the bigger picture, in the face of enormous global disturbances causing untold carnage and loss of life , they seem trivial .",assumption,aljazeera,,,,,,,,,,,,,,,
It is time that the major players look beyond history and personalities and transcend the zero-sum thinking of the past .,assumption,aljazeera,,,,,,,,,,,,,,,
It is time that the major players look beyond history and personalities and transcend the zero-sum thinking of the past .,assumption,aljazeera,,,,,,,,,,,,,,,
"Recent reports of the Kingdom of Saudi Arabia reopening its embassies in Baghdad and in the capital of the Kurdish Regional Government, Erbil, may appear to be an overdue, yet mundane diplomatic affair , but this news signifies a development in Saudi foreign policy to Iraq .",assumption,aljazeera,,,,,,,,,,,,,,,
"While diplomatic relations between Riyadh and Baghdad were severed after Saddam Hussein's invasion of Kuwait in 1990 , Saudi Arabia failed to reopen diplomatic facilities in Iraq as tensions ensued with the post-Baathist government .",anecdote,aljazeera,,,,,,,,,,,,,,,
"The recent news serves as an indication that Riyadh has finally come to terms with a Shia-led government in Baghdad, and is now seeking a presence in Iraq to influence developments there on an official, bilateral level .",assumption,aljazeera,,,,,,,,,,,,,,,
"In terms of regional power dynamics, the fall of Saddam Hussein's government in 2003 affected all of Iraq's neighbours .",assumption,aljazeera,,,,,,,,,,,,,,,
Jordan and Syria had to deal with an influx of Iraqi refugees .,anecdote,aljazeera,,,,,,,,,,,,,,,
Both Syria and Iran feared the Bush administration would use Iraq as a base to destabilise their regimes .,assumption,aljazeera,,,,,,,,,,,,,,,
Both Turkey and Saudi Arabia feared that the empowered Kurds and Shia in Iraq after 2003 would foment similar aspirations among their respective Kurdish and Shia populations .,assumption,aljazeera,,,,,,,,,,,,,,,
Contentious issue .,no-unit,aljazeera,,,,,,,,,,,,,,,
The reopening of embassies in Baghdad after the US-led occupation had been a contentious issue for regional actors in the Middle East .,assumption,aljazeera,,,,,,,,,,,,,,,
The new politicians in Iraq had to urge various Arab states and organisations to reopen their embassies in Baghdad in order to bestow some regional legitimacy upon a nascent Iraqi government .,anecdote,aljazeera,,,,,,,,,,,,,,,
The Arab League hesitated reopening its diplomatic facilities in Baghdad as an indirect way of protesting the fact that an Arab capital was under foreign control .,assumption,aljazeera,,,,,,,,,,,,,,,
"Baghdad repeatedly asked Syria to open up its embassy in Baghdad , hoping that diplomatic relations would end Syria's policy of granting refuge to former Baathists and supporting the Iraqi insurgency immediately following the 2003 invasion .",assumption,aljazeera,,,,,,,,,,,,,,,
"For Saudi Arabia, the failure to open an embassy in Baghdad had less to do with the presence of US forces occupying an Arab capital , but rather as a means of protesting the rise of a new Shia-led government in Iraq .",assumption,aljazeera,,,,,,,,,,,,,,,
"After the Iranian Revolution of 1979 , Saudi Arabia's Shia began to protest , demanding more rights from the Saudi government , and the fear in Riyadh was that the ascent of a Shia-led government in Iraq could ignite similar protests in 2003 .",assumption,aljazeera,,,,,,,,,,,,,,,
Saudi Arabia's fears of renewed unrest among its Shia population in its oil-rich Eastern province is an internal domestic issue .,assumption,aljazeera,,,,,,,,,,,,,,,
"However ,  the Iraq War of 2003 also represented a foreign policy setback on the regional level .",assumption,aljazeera,,,,,,,,,,,,,,,
Iranian influence .,no-unit,aljazeera,,,,,,,,,,,,,,,
"Iraq under Saddam Hussein, even a weak Iraq after 1991, still served as a buffer against Iran , which had rivalled Riyadh for regional hegemony in the Middle East and the greater Islamic world since 1979 , fighting proxy wars from Lebanon to Pakistan .",assumption,aljazeera,,,,,,,,,,,,,,,
"After 2003, Saudi Arabia watched as Iran's influence grew in Iraq , which was backing Baghdad's first Shia-led government , in addition to Tehran influencing events in the Houthi rebellion in Yemen, another state Saudi Arabia considers as its backyard .",assumption,aljazeera,,,,,,,,,,,,,,,
"Not only had Iranian influence outflanked Saudi Arabia on both sides of its borders , but from the perspective of Riyadh, the Arab Spring protests of Bahrain were deemed as an Iranian-backed project .",assumption,aljazeera,,,,,,,,,,,,,,,
"Finally ,  Iran seemed on the verge of not only acquiring a nuclear programme, but also reaching at least a de facto working relationship with the US in the region .",assumption,aljazeera,,,,,,,,,,,,,,,
"While Saudi Arabia was initially reluctant to challenge the status quo by supporting the protests and rebellion against Syria's Bashar al-Assad , it weighed in on the side of the rebels , and in this proxy war, Iran also defeated Saudi aspirations by keeping the incumbent government in Damascus alive .",anecdote,aljazeera,,,,,,,,,,,,,,,
"The regional situation in the Middle East has been described by Richard Haass, President of the Council on Foreign Relations, as the Middle Eastern Thirty Years War , or as a new sectarian Cold War waged by Iran and Saudi Arabia .",testimony,aljazeera,,,,,,,,,,,,,,,
"If one were to use either analogy , then Iran is definitely winning this conflict .",assumption,aljazeera,,,,,,,,,,,,,,,
"From this perspective, the news of reopening the Saudi embassies emerges in the context of a reassessment of Riyadh's foreign policy, released at a fortuitous time as King Abdullah is hospitalised and worries emerge of what this means for the future leadership of the Kingdom .",assumption,aljazeera,,,,,,,,,,,,,,,
Quiet diplomacy .,no-unit,aljazeera,,,,,,,,,,,,,,,
"However ,  the decision to reopen the embassies reflect a sustained period of quiet diplomacy that preceded the king's health condition .",assumption,aljazeera,,,,,,,,,,,,,,,
The first indication that Iran and Saudi Arabia were beginning to cooperate over Iraq's future occurred after the ISIL offensive into Mosul in the summer of 2014 .,assumption,aljazeera,,,,,,,,,,,,,,,
"Both Tehran and Riyadh agreed on Haider al-Abbadi as a replacement to Iraq's incumbent Prime Minister, Nouri al-Maliki .",anecdote,aljazeera,,,,,,,,,,,,,,,
"This agreement represents an evolution from the Saudi side , as evident from a Wikileaks cable where King Abdullah expressed his personal dislike of Maliki in a meeting with US officials .",assumption,aljazeera,,,,,,,,,,,,,,,
"On the bilateral Iraqi and Saudi level , a thaw in relations occurred after Iraq's president visited Riyadh and met with the king in November 2014 , and a Saudi-Iraqi agreement was reached to combat ISIL .",anecdote,aljazeera,,,,,,,,,,,,,,,
This agreement is significant given the number of Iraqis in both the state and society who blame the rise of ISIL on Saudi Arabia in the first place as the financial and ideological incubator of this group .,assumption,aljazeera,,,,,,,,,,,,,,,
"For example ,  Iraqi public service announcements encouraged Iraqis to inform on ""foreign"" terrorists , invoking an image of a bearded man with a short thobe, handing out funds to local Iraqis , to stir up problems in Iraq .",anecdote,aljazeera,,,,,,,,,,,,,,,
"It appears that Iraq, Iran, and Saudi Arabia have come to the conclusion that when it comes to combatting ISIL , all three parties need to reach a modus vivendi .",assumption,aljazeera,,,,,,,,,,,,,,,
"If one chooses to employ short hand monikers to describe the state of affairs in the region, rather than a ""Thirty Years War"" or a ""Cold War"" , regional actors in the Middle East have finally come to an agreement that they are waging their own ""War on Terror"" against ISIL .",assumption,aljazeera,,,,,,,,,,,,,,,
"If one chooses to employ short hand monikers to describe the state of affairs in the region, rather than a ""Thirty Years War"" or a ""Cold War"" , regional actors in the Middle East have finally come to an agreement that they are waging their own ""War on Terror"" against ISIL .",assumption,aljazeera,,,,,,,,,,,,,,,
"In a case brought by three sex workers, the Supreme Court of Canada, in December 2013, struck down three provisions of the Canadian prostitution law , because they violated sex workers' human and ""constitutional right to security of the person"" by imposing ""dangerous conditions on prostitution"" .",anecdote,aljazeera,,,,,,,,,,,,,,,
"In June 2014, the Canadian government introduced a new prostitution law, Bill C-36 ""Protection of Communities and Exploited Persons Act"" , which entered into force on December 5 .",anecdote,aljazeera,,,,,,,,,,,,,,,
"While the Supreme Court had created the space for a radical change in the approach to sex work by reaffirming that human and constitutional rights apply to sex workers too , democratic procedures in Canada seem to have failed sex workers .",assumption,aljazeera,,,,,,,,,,,,,,,
"The Canadian Pivot Legal Society argues that Bill C-36 has been ""consistently misrepresented"" and that it ""will result in sweeping criminalisation of the sex industry"" , including sex workers themselves .",testimony,aljazeera,,,,,,,,,,,,,,,
"Others have called it a ""hate law"" , because the safety and security of sex workers was, in fact, not the priority for some who voted for the Bill C-36 .",assumption,aljazeera,,,,,,,,,,,,,,,
"One of the Senators, Donald Plett, clearly stated his priority in this regard : ""We don't want to make life safe for prostitutes ; we want to do away with prostitution.""  Canada is not the only state that has passed questionable legislation on sex work .",assumption,aljazeera,,,,,,,,,,,,,,,
""" . [S]tates frequently deny sex workers the same human and legislative rights and protections afforded to other workers and citizens,"" says sex work researcher Jay Levy .",testimony,aljazeera,,,,,,,,,,,,,,,
"The question is : How do human rights apply to sex workers and what laws and policies should states make? How should sex work laws look like , if human rights are to be respected to the fullest extent? The answer to these questions is controversial - both philosophically and politically .",assumption,aljazeera,,,,,,,,,,,,,,,
"In the past year, numerous countries have put sex work policies on their political agenda - for different reasons and with different goals and outcomes .",assumption,aljazeera,,,,,,,,,,,,,,,
"There are numerous examples worldwide , where the courts have upheld sex workers' human rights and questioned existing prostitution laws or filled legal grey areas .",assumption,aljazeera,,,,,,,,,,,,,,,
"In New Zealand , where sex work is decriminalised , a sex worker won a case for sexual harassment against a brothel owner .",anecdote,aljazeera,,,,,,,,,,,,,,,
"In New York, 1,900 strip club dancers won a labour rights case against their employer , who will have to pay them at least $10m in compensation .",anecdote,aljazeera,,,,,,,,,,,,,,,
Recently an Austrian court has ruled that the cost of forced health checks imposed on sex workers had to be reimbursed .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Both in Germany and in Austria, court rulings abolished to notion of prostitution as being ""immoral"" , thus opening up the space for legal reform and the recognition of sex work as work .",assumption,aljazeera,,,,,,,,,,,,,,,
"The European Court of Justice has repeatedly ruled that ""prostitution"" is an ""economic activity"" and that within the European Union member states cannot restrict ""freedom of movement"" , not even for sex workers .",anecdote,aljazeera,,,,,,,,,,,,,,,
"While court rulings are useful and necessary in reminding us that sex workers have rights too , relying solely on courts to read human rights into existing legislation cannot be the sole answer to injustices that sex workers face .",assumption,aljazeera,,,,,,,,,,,,,,,
Democracies need to step in to make laws that actually improve sex workers' lives - a goal that has proven difficult to reach .,assumption,aljazeera,,,,,,,,,,,,,,,
"Historically marginalised and stigmatised , sex workers have a hard time in pushing for a reform of prostitution laws .",assumption,aljazeera,,,,,,,,,,,,,,,
"Most politicians, especially if male and heterosexual, do not wish to be associated with sex work .",assumption,aljazeera,,,,,,,,,,,,,,,
Prejudices and lack of knowledge about the topic as well as the unwillingness to engage with sex workers themselves have proven to be hard obstacles to surmount .,assumption,aljazeera,,,,,,,,,,,,,,,
"Often, sex workers are heard in consultation processes , but their views and political claims aren't always taken seriously .",assumption,aljazeera,,,,,,,,,,,,,,,
"By contrast, anti-prostitution activists calling for a world without prostitution have been far more successful in their lobbying efforts against sex work .",assumption,aljazeera,,,,,,,,,,,,,,,
"They also explicitly distance themselves from self-identified sex workers , who they often accuse of being nothing but criminals .",assumption,aljazeera,,,,,,,,,,,,,,,
"Using the stigma of sex work , anti-prostitution activists have managed to ally themselves with mostly sexually and socially conservative groups in their call for the suppression of sex work .",assumption,aljazeera,,,,,,,,,,,,,,,
"By using slogans like ""end demand"" or ""abolish prostitution now"" , they have been calling for the so-called ""Swedish Model"" , in which the act of selling sex is formally decriminalised , while clients are charged with a monetary fine .",anecdote,aljazeera,,,,,,,,,,,,,,,
"By increasing the cost of a sexual transaction , the law should work as a deterrent .",assumption,aljazeera,,,,,,,,,,,,,,,
